#Linkers: 
#Core	Expansion
ACKR3 ACTN2 ALDOA ALDOC ANK1 ANKRD1 ATP1B1 ATP5F1D CLVS2 CRIP2 ENO3 FAM81A FRMD3 FTH1 IFNA4 JMJD1C MYBPC3 MYH7 MYL2 MYL3 MYOM1 MYOM2 MYOZ2 NAP1L2 OBSCN PABIR1 PALLD PCYT2 PDLIM3 PPP2R2B PPP3CB PPP3R1 RCAN1 SIX1 SPTB TCAP TTC3 TTN ZNF529	
CACNA2D2 COL14A1 CPE HLA-DQB2 MUCL1 NR2F2 OAF OGN PRL RNASE13 TM2D3	
IGHG2 LGALS1 MEGF8 PSG1 PSG3 PSG5 SLITRK5 USF2	
CMYA5 IL6 IL6ST LIFR OSM OSMR	
CD200R1 COL1A1 COL1A2 COL3A1 HTRA1 IMPDH1 NINJ1 P4HA2 PCOLCE SCYL1 SPARC	
B2M HLA-G LILRB2	
RTL8C SERPINA7	
ARHGAP20 CYFIP2 ENSA FKBP2 ITGA5 ITGB3 PLAC9 PLG RALGDS RAP1A RAP2A RAP2B RAPGEF5 RGL1 RNF213 THBS1	
ATRX SMIM40 SPIN3	
CANT1 DPEP2NB LRIG1 NBL1	
HLA-F IGKC KIR3DL1	
GABRB2 GABRB3 GABRG2	
IDH3A NAPSA RDH13	
TMEM59 TYW1	
MRPL48 MRPL55 RBMS3	
GAN ZC3H13	
MRPL16 MRPL52 MRPL57	
CPTP PHF13 TBX20	
NPRL3 SZT2	
C2CD2 SEC14L1	
NPPA NPPB NPR3	
IFRD1 TCEAL4	
IGHA1 IGHM JCHAIN	
GATA4 NKX2-5	
ADAM9 C1QA C1QB C1QC CD6 CLPSL1 COL4A1 COL4A2 COLGALT2 CREBZF FCN1 FNDC5 GYG1 NFE2L1 NHLRC3 NUDT15 PARVA PODXL PTS PYGB RSU1 STBD1	
COL6A2 COX6A2 FSTL1 NRP1 PLXND1 PRRG4 VEGFA VEGFB WNT10B	
ATP2A2 CLEC2D HACD1 KCNJ2 KCNJ5 MYADM PLN PTTG1IP SDC3 TMEM106C	
KLKB1 LPL PDE3A PRRG2 SLFN12	
PRRG3 RNF149	
BCL2L14 TRAPPC1 TRAPPC10	
ADGRL1 CDKL1 EDIL3	
CHMP1B MITD1	
CAPN15 HERPUD1 STARD9	
CYTH2 CYTH3 INAVA IPCEF1	
ARC CSRP2	
AASDHPPT LRRC1 PHPT1	
ATP6V1A ATP6V1B1 ATP6V1B2 ATP6V1C1 ATP6V1E1 ATP6V1G1	
ANKZF1 NRSN2	
PPWD1 WDR70	
FRYL PDCD10	
DENND11 SETBP1	
RAD1 RAD17	
ANKRD13C PTGDR	
ADARB1 ZNF346	
DCN PLAT PLAU PPP4R4 SERPINA5 SERPINB6 SERPINE1 SERPINE2	
LMOD2 NOSIP TNNC1 TNNC2 TNNI3 TNNT2 TPM1 TPM2	
PSMG3 PSMG4	
CENPT DBI PPCDC UBXN2A	
CCL22 CRYAB CRYGC	
DYNC2I1 DYNC2LI1 DYNLT2B VSIG8	
DPP6 KCND2 KCNIP2	
CDAN1 UBN1	
FEZ2 HEATR5A KIF6	
GABPA ZC2HC1B	
HID1 RCN3	
COL4A4 FGD6	
GZMB SRGN	
ITGAV TGFB3	
COX7A2 COX7C COX8A	
CD14 OASL PPP1R12B	
