#Linkers: 
#Core	Expansion
FAM81A NAP1L2 PABIR1 PPP3CB PPP3R1 RCAN1	
MYOF SCARB2	
ADAM9 C1QA C1QB C1QC CACNA2D2 CCR5 CD4 CD6 CLPSL1 CNPY3 COL14A1 COL4A1 COL4A2 COLGALT2 CPE CREBZF CXCL12 CXCR4 FCN1 FNDC5 GYG1 H1-0 HLA-DMA HLA-DQB2 HLA-DRA HLA-DRB1 IL24 LAMB1 LAMC1 LRRC1 LRRC40 LSP1 MUCL1 NFE2L1 NHLRC3 NR2F2 NUDT15 OAF OGN PARVA PHOSPHO1 PILRA PILRB PODXL PRL PTPRA PTS PXDN PYGB RNASE13 RSU1 SORBS1 STBD1 TM2D3 XBP1	
IGHG2 LGALS1 MEGF8 PSG1 PSG3 PSG5 SLITRK5 USF2	
CMYA5 IL6 IL6ST LIFR OSM OSMR	
B2M CD200R1 CLEC3B COL1A1 COL1A2 COL3A1 FCGRT HFE HLA-DQB1 HLA-F HLA-G HTRA1 IGKC IMPDH1 KDM5C KIR3DL1 LILRB2 LTF MAPK15 NINJ1 P4HA2 PCOLCE RPS6KB1 SCYL1 SIRPG SPARC TAPBP ZNF532 ZNF592	
ERF RTL8C SERPINA7	
ADAM17 ARL2 CD151 CD63 CD9 CDH2 CNTN1 COL18A1 COL5A1 CYFIP2 ENSA FKBP2 FURIN HBEGF ITGA5 ITGAV ITGB3 LUM MCAM MMP14 MMP2 MSMO1 PDE6D PLAC9 PLG PSAT1 PTPRB RAB18 RALGDS RAP1A RAP2A RAP2B RAPGEF5 RGL1 RRAD SLIT2 TGFB3 THBS1 TIMP1 TIMP2 TIMP3 TSPAN9	
CHMP1B MITD1	
FRYL PDCD10	
GABRB2 GABRB3 GABRG2	
IDH3A NAPSA RDH13	
COPRS HINT1 KDM4D MAZ	
CSPG4 GTPBP10 PCBP4	
RAD51B RPAIN XRCC2	
MRPL48 MRPL55 RBMS3	
GAN ZC3H13	
BTN2A1 DENND6A FMN2 PDZD8 TMEM59 TYW1 UPK3BL1	
NPRL3 SZT2	
C2CD2 SEC14L1	
NPPA NPPB NPR3	
EPHB4 ZMYM4 ZSCAN5A	
ALG5 FAM3D GCC2 PKD1 PKD2 TTC4	
PPA1 WIPI1	
IGHM JCHAIN	
GATA4 NKX2-5	
COL6A2 COX6A2 FSTL1 NRP1 PRRG4 VEGFA VEGFB WNT10B	
GABRB1 NEUROD4	
PRRG3 RNF149	
BCL2L14 TRAPPC1 TRAPPC10	
ADGRL1 CDKL1 EDIL3	
CAPN15 HERPUD1 STARD9	
COL4A4 FGD6	
CYTH2 CYTH3 INAVA IPCEF1	
ARC CSRP2	
AK1 DECR1 PCF11	
FTH1 MYH7 MYL2 MYL3 ZNF529	
ACTA1 DMC1 TMSB4X	
ATP6V1A ATP6V1B2 ATP6V1C1 ATP6V1E1 ATP6V1G1	
HMGN1 HMGN2	
ANKZF1 NRSN2	
